"","score","gene_symbol","uniprot"
"768",0.00376976197837681,"NUAK2","Q9H093"
"769",0.00376333942125038,"SRPK2","P78362"
"770",0.00376025895310375,"NPR2","P20594"
"771",0.00373214986260979,"FNTB","P49356"
"772",0.00372163423427498,"PPP3CB","P16298"
"773",0.00372163423427498,"DAP","P51397"
"774",0.00370787189454019,"CSNK1A1","P48729"
"775",0.00368958147746517,"GIT1","Q9Y2X7"
"776",0.00368459438661284,"CSNK1G2","P78368"
"777",0.00367796019319726,"SHOC2","Q9UQ13"
"778",0.0036279682732047,"MOS","P00540"
"779",0.00362491776494732,"FYN","P06241"
"780",0.00361783293481623,"PPP3CC","P48454"
"781",0.00355601115986322,"CSNK2A2","P19784"
"782",0.00353529815232064,"TSHR","P16473"
"783",0.00352618181701223,"RB1CC1","Q8TDY2"
"784",0.00351270712679139,"SOCS6","O14544"
"785",0.00351270712679139,"DYRK1A","Q13627"
"786",0.0035110583319615,"CLK2","P49760"
"787",0.00350429891682778,"TGM2","P21980"
"788",0.00349927692182764,"PRMT5","O14744"
"789",0.0034770154050753,"PPP1R15A","O75807"
"790",0.00346036390257367,"PRTN3","P24158"
"791",0.00346036390257367,"RASGRP2","Q7LDG7"
"792",0.00345382931241031,"S100A9","P06702"
"793",0.00342099671178403,"ARHGEF7","Q14155"
"794",0.00341159243740773,"KAT2A","Q92830"
"795",0.00340936527830954,"LTC4S","Q16873"
"796",0.00340223888773889,"DYRK1B","Q9Y463"
"797",0.00336437510866838,"ITK","Q08881"
"798",0.0033541984173814,"FBXW11","Q9UKB1"
"799",0.00332721837795491,"LRRK2","Q5S007"
"800",0.00328577785121395,"PTP4A3","O75365"
"801",0.00328577785121395,"CHRNA7","P36544"
"802",0.00328577785121395,"ANKRD11","Q6UB99"
"803",0.00327832366923981,"SH2B2","O14492"
"804",0.00326447649483745,"MAPKAPK5","Q8IW41"
"805",0.00324797604460073,"LRP6","O75581"
"806",0.0032212169753118,"CARM1","Q86X55"
"807",0.00321726093267265,"FRS3","O43559"
"808",0.00318839118512685,"DDIT4","Q9NX09"
"809",0.00312107951791254,"CAMK1G","Q96NX5"
"810",0.00311943535868632,"CHKA","P35790"
"811",0.00305863873307813,"UHMK1","Q8TAS1"
"812",0.00304392184296554,"EFNB1","P98172"
"813",0.00304262538353524,"PPP2CB","P62714"
"814",0.00303870112184997,"NUP85","Q9BW27"
"815",0.00302936440840899,"HDAC8","Q9BY41"
"816",0.00296299313394784,"RASGRP3","Q8IV61"
"817",0.00295519980617821,"SIK2","Q9H0K1"
"818",0.00290437631534771,"RASGRP1","O95267"
"819",0.00288249323020418,"CSNK1A1L","Q8N752"
"820",0.00285335802912665,"MARK3","P27448"
"821",0.00285202598161652,"PRKCG","P05129"
"822",0.00283138526276787,"GRK6","P43250"
"823",0.00282414295541849,"RAD23A","P54725"
"824",0.00281739040645642,"RAPGEF2","Q9Y4G8"
"825",0.00281421476359342,"RALBP1","Q15311"
"826",0.00279254586165395,"ID1","P41134"
"827",0.00276664092120756,"EFNB3","Q15768"
"828",0.00274947664201534,"GLI3","P10071"
"829",0.0027321583578225,"ZNF274","Q96GC6"
"830",0.00264346871161963,"CABIN1","Q9Y6J0"
"831",0.00261658680088928,"PINK1","Q9BXM7"
"832",0.00259847433873622,"SH2D1A","O60880"
"833",0.00248535024276726,"MAPK15","Q8TD08"
"834",0.00245939776210715,"CAMK4","Q16566"
"835",0.00242796453639322,"FZD1","Q9UP38"
"836",0.00231185994831269,"MFF","Q9GZY8"
"837",0.00231185994831269,"PPP1R3C","Q9UQK1"
"838",0.00227081621099086,"CAMK1","Q14012"
"839",0.00226930435282469,"FZD2","Q14332"
"840",0.00206684264372639,"TRPC1","P48995"
"841",0.00206684264372639,"BACE2","Q9Y5Z0"
"842",0.00206684264372639,"SMG1","Q96Q15"
"843",0.00206684264372639,"ADGRV1","Q8WXG9"
"844",0.00206684264372639,"ID2","Q02363"
"845",0.00206684264372639,"ASF1A","Q9Y294"
"846",0.00206684264372639,"IFIH1","Q9BYX4"
"847",0.00206684264372639,"PLAGL1","Q9UM63"
"848",0.00206684264372639,"SETD2","Q9BYW2"
"849",0.00206684264372639,"SETD7","Q8WTS6"
