"","score","gene_symbol","uniprot"
"505",0.00354071966448021,"IL2","P60568"
"506",0.00353982816844983,"MAPKAPK5","Q8IW41"
"507",0.00352024923839274,"RB1CC1","Q8TDY2"
"508",0.0034965510789892,"PRKN","O60260"
"509",0.00349484893680382,"TRIM24","O15164"
"510",0.00347220517721686,"LRRK2","Q5S007"
"511",0.00341104957266391,"PDGFB","P01127"
"512",0.0033820430506033,"LTC4S","Q16873"
"513",0.00335973824432375,"CSNK1A1","P48729"
"514",0.00333228321488836,"FRS3","O43559"
"515",0.00329238469234833,"GLI1","P08151"
"516",0.00327841442340188,"DDIT4","Q9NX09"
"517",0.00327706232186929,"RIN1","Q13671"
"518",0.00326783920428278,"EFNB1","P98172"
"519",0.00326759671181819,"EIF4E","P06730"
"520",0.00324203139225763,"TRPV1","Q8NER1"
"521",0.00318581848277135,"ACVR1","Q04771"
"522",0.00317149544506857,"GAB2","Q9UQC2"
"523",0.00307009342975896,"GRK6","P43250"
"524",0.00306593894891569,"PRMT5","O14744"
"525",0.00303387754942644,"PTP4A3","O75365"
"526",0.00303387754942644,"CHRNA7","P36544"
"527",0.00303387754942644,"ANKRD11","Q6UB99"
"528",0.00298459973494748,"SGK3","Q96BR1"
"529",0.00298459973494748,"SGK2","Q9HBY8"
"530",0.00297723451704592,"PPP2CB","P62714"
"531",0.00296476054644387,"PDCD5","O14737"
"532",0.0029532793478669,"RASGRP3","Q8IV61"
"533",0.00294854820634012,"CHKA","P35790"
"534",0.00292144243980443,"CABIN1","Q9Y6J0"
"535",0.00286427173208299,"SH2B2","O14492"
"536",0.00285340952198589,"JAK3","P52333"
"537",0.00282917438120161,"TGM2","P21980"
"538",0.00279595333965368,"DOK2","O60496"
"539",0.0027904267174584,"RASA4","O43374"
"540",0.00277248613631835,"RASGRP1","O95267"
"541",0.00275079967635387,"PRKCG","P05129"
"542",0.00271349666434756,"IL2RA","P01589"
"543",0.0026960918585574,"SH2D1A","O60880"
"544",0.00267564700503298,"TERF2IP","Q9NYB0"
"545",0.00264768349847481,"MAPK15","Q8TD08"
"546",0.00262430244635668,"CXCL1","P09341"
"547",0.00260782796056191,"ZNF274","Q96GC6"
"548",0.00258224419388827,"RPA4","Q13156"
"549",0.00257709223185636,"RALBP1","Q15311"
"550",0.00254961914847958,"CSNK1A1L","Q8N752"
"551",0.00252552656100509,"CDK8","P49336"
"552",0.00243318347283924,"PRKG1","Q13976"
"553",0.00222126338236755,"IL2RG","P31785"
"554",0.0022208584878048,"PINK1","Q9BXM7"
"555",0.0019851724920234,"PAX3","P23760"
"556",0.0019851724920234,"BACE2","Q9Y5Z0"
"557",0.0019851724920234,"SMG1","Q96Q15"
"558",0.0019851724920234,"ID2","Q02363"
"559",0.0019851724920234,"ZDHHC9","Q9Y397"
"560",0.0019851724920234,"PLAGL1","Q9UM63"
"561",0.0019851724920234,"SETD2","Q9BYW2"
"562",0.0019851724920234,"SETD7","Q8WTS6"
"563",0.0019851724920234,"DKK1","O94907"
"564",0.0019851724920234,"LTB","Q06643"
"565",0.0019851724920234,"SIRT7","Q9NRC8"
"566",0.0019851724920234,"EHMT1","Q9H9B1"
